1517,Carrathool Public School,94.2
1518,Carrington Public School,93.9
1520,Carroll Public School,94.6
4360,Cartwright Public School,92
8154,Casino High School,86.7
1526,Casino Public School,93.1
5166,Casino West Public School,88.4
1527,Cassilis Public School,89.2
3919,Castle Cove Public School,96.1
8382,Castle Hill High School,94.7
1529,Castle Hill Public School,95
4148,Castlereagh Public School,93.8
5574,Casuarina School,
8476,Casula High School,87.2
4198,Casula Public School,92.4
1535,Cattai Public School,89.6
4367,Caves Beach Public School,94.1
1537,Cawdor Public School,94.2
8273,Cecil Hills High School,92.5
4635,Cecil Hills Public School,94.2
4607,Centaur Public School,93.6
5516,Centennial Park School,
4110,Central Mangrove Public School,93.5
8288,Central Sydney Intensive English High School,96.2
3214,Central Tilba Public School,94.5
1543,Cessnock East Public School,91
8108,Cessnock High School,83.4
1542,Cessnock Public School,89.5
1545,Cessnock West Public School,92.7
3831,Chalmers Road School,
1547,Chandler Public School,97.7
4194,Charlestown East Public School,94.9
1550,Charlestown Public School,93.8
4324,Charlestown South Public School,94.4
8414,Chatham High School,78.4
4014,Chatham Public School,91.4
8232,Chatswood High School,94
7409,Chatswood Public School,96.2
1553,Chatsworth Island Public School,91.2
8208,Cheltenham Girls High School,95.7
4440,Cherrybrook Public School,96.5
8592,Cherrybrook Technology High School,94.5
4398,Chertsey Primary School,92.1
8269,Chester Hill High School,89.7
3981,Chester Hill North Public School,94.6
3698,Chester Hill Public School,93.5
8528,Chifley College Bidwill Campus,82.3
8488,Chifley College Dunheved Campus,80
8459,Chifley College Mount Druitt Campus,82.3
8473,Chifley College Senior Campus,na
8496,Chifley College Shalvey Campus,83
4299,Chifley Public School,93.4
1558,Chillingham Public School,91.3
1560,Chipping Norton Public School,94.2
4542,Chittaway Bay Public School,93
3808,Chullora Public School,92.3
4527,Clairgate Public School,92.9
4565,Clare Public School,86.5
4622,Claremont Meadows Public School,92.4
1564,Clarence Town Public School,93.7
5655,Clarke Road School,
4510,Claymore Public School,91.2
1566,Clemton Park Public School,95
2668,Clergate Public School,95.1
1573,Clovelly Public School,95.6
1574,Clunes Public School,94.6
4022,Coal Point Public School,94.4
8356,Cobar High School,88.5
1578,Cobar Public School,91.4
1579,Cobargo Public School,92.4
1580,Cobbitty Public School,94.8
1583,Coffee Camp Public School,90.9
8109,Coffs Harbour High School,88.8
5763,Coffs Harbour Learning Centre,
1584,Coffs Harbour Public School,92.5
8272,Coffs Harbour Senior College,na
4348,Coleambally Central School,89.6
1587,Coledale Public School,95.4
1589,Collarenebri Central School,78.2
3970,Collaroy Plateau Public School,95
1590,Collector Public School,94.3
1591,Collingullie Public School,95.9
1593,Collins Creek Public School,93.1
1346,Colo Heights Public School,92
8526,Colo High School,89
1085,Colo Vale Public School,93.8
8443,Colyton High School,83.4
1596,Colyton Public School,93.2
1601,Comboyne Public School,91.4
1604,Comleroy Road Public School,93.4
1605,Como Public School,92.8
3896,Como West Public School,95
1606,Conargo Public School,91.9
8535,Concord High School,92
1607,Concord Public School,94.9
1608,Concord West Public School,94.6
8398,Condell Park High School,87.4
3789,Condell Park Public School,92.3
8346,Condobolin High School,86.5
1609,Condobolin Public School,93.3
1611,Condong Public School,94
1822,Congewai Public School,87.6
1612,Coniston Public School,92.6
1613,Connells Point Public School,96.2
8147,Conservatorium High School,97.1
1615,Cooerwull Public School,94
1616,Coogee Public School,96.2
5575,Cook School,
1621,Coolah Central School,91.5
1624,Coolamon Central School,91.4
1627,Coolongolook Public School,92.2
3890,Cooma North Public School,93.3
1628,Cooma Public School,92.6
8494,Coomealla High School,84
8347,Coonabarabran High School,88.6
1630,Coonabarabran Public School,92.7
8451,Coonamble High School,76.4
1631,Coonamble Public School,88.3
1632,Coopernook Public School,92.2
1634,Coorabell Public School,90.3
1635,Cooranbong Public School,93.8
8190,Cootamundra High School,88.1
1636,Cootamundra Public School,93.8
4548,Copacabana Public School,93
1642,Copmanhurst Public School,93.8
1644,Coraki Public School,87.4
1647,Coramba Public School,94.3
5637,Coreen School,
1654,Corindi Public School,91.4
4300,Corinella Public School,
1656,Corndale Public School,95.4
8308,Corowa High School,89.5
1658,Corowa Public School,92.8
1659,Corowa South Public School,92.6
3877,Corrimal East Public School,94
8191,Corrimal High School,83.2
1661,Corrimal Public School,93.1
1666,Coutts Crossing Public School,92.6
1668,Cowan Public School,95.3
1670,Cowper Public School,97
8148,Cowra High School,86.1
1671,Cowra Public School,93.4
1674,Crabbes Creek Public School,90.5
8580,Cranebrook High School,81.6
4504,Crawford Public School,89.4
1681,Crescent Head Public School,92.1
8552,Crestwood High School,93.4
4441,Crestwood Public School,95.7
4037,Cringila Public School,90.1
5407,Cromehurst School,
4241,Cromer Public School,94.9
8261,Cronulla High School,91.7
1682,Cronulla Public School,94.5
3668,Cronulla South Public School,94.2
8452,Crookwell High School,90.8
1684,Crookwell Public School,94.9
3717,Croppa Creek Public School,93.7
1685,Crossmaglen Public School,95.3
3769,Crowdy Head Public School,
3935,Crown Street Public School,95
7412,Croydon Park Public School,94.2
7411,Croydon Public School,95.5
1690,Crystal Creek Public School,91.1
1695,Cudal Public School,94.3
4555,Cudgegong Valley Public School,94.1
1696,Cudgen Public School,92.9
4485,Culburra Public School,92.5
1698,Culcairn Public School,94
1700,Cullen Bullen Public School,92
8905,Cumberland High School,92.4
1707,Cumnock Public School,94.2
1708,Cundletown Public School,93
3925,Curl Curl North Public School,95.4
1712,Curlewis Public School,96.2
1714,Currabubula Public School,94.9
4460,Curran Public School,91.3
4625,Currans Hill Public School,93.6
7413,Daceyville Public School,94.3
1722,Dalgety Public School,90.5
4634,Dalmeny Public School,93.4
1723,Dalton Public School,93.7
8204,Dapto High School,91.4
1727,Dapto Public School,94.8
4222,Darcy Road Public School,94.4
1732,Dareton Public School,75.8
7414,Darlinghurst Public School,94
1736,Darlington Point Public School,93
1735,Darlington Public School,94.7
8479,Davidson High School,93.8
4446,Dawson Public School,92.4
1744,Dee Why Public School,94.3
1742,Deepwater Public School,89.5
1745,Delegate Public School,93.2
1747,Delungra Public School,93.3
8218,Deniliquin High School,88.6
4281,Deniliquin North Public School,94.3
4112,Deniliquin South Public School,95.1
8103,"Denison College of Secondary Education, Bathurst High Campus",89.7
8517,"Denison College of Secondary Education, Kelso High Campus",87.8
3862,Denistone East Public School,95.9
1749,Denman Public School,94.5
3873,Dobroyd Point Public School,96.1
8399,Doonside High School,82.9
1760,Doonside Public School,89.9
1761,Dooralong Public School,
1762,Dora Creek Public School,94.8
8453,Dorrigo High School,89.3
7316,Dorrigo Public School,90.4
1768,Double Bay Public School,96.3
1769,Doubtful Creek Public School,92.6
1770,Douglas Park Public School,94.3
1771,Drake Public School,93.3
1058,Drummond Memorial Public School,89.4
1774,Drummoyne Public School,96
8543,Dubbo College Delroy Campus,84.8
8110,Dubbo College Senior Campus,na
8417,Dubbo College South Campus,87.6
1776,Dubbo North Public School,91.3
1775,Dubbo Public School,94.4
1811,Dubbo South Public School,93.4
3591,Dubbo West Public School,88.5
1778,Dudley Public School,94.1
8833,Dulwich High School of Visual Arts and Design,92.1
4496,Dulwich Hill Public School,94.7
4029,Dundas Public School,93.6
1788,Dundurrabin Public School,94.2
1789,Dunedoo Central School,92.8
1791,Dungay Public School,93.1
8472,Dungog High School,90.7
1792,Dungog Public School,93
1793,Dungowan Public School,95.7
1797,Dunoon Public School,94.1
1799,Dural Public School,94
1801,Duranbah Public School,95.1
1802,Duri Public School,93
1803,Durrumbul Public School,95.3
8492,Duval High School,87.6
4383,E A Southee Public School,93.6
8569,Eagle Vale High School,84.6
1807,Earlwood Public School,95.3
8206,East Hills Boys High School,92.7
8187,East Hills Girls Technology High School,92.5
3924,East Hills Public School,93.9
1808,Eastern Creek Public School,91.7
4516,Eastlakes Public School,94.1
4041,Eastwood Heights Public School,95
7416,Eastwood Public School,96.2
1813,Ebenezer Public School,93.1
1814,Ebor Public School,97.5
8487,Eden Marine High School,87.5
1816,Eden Public School,92.2
4583,Edensor Park Public School,94.2
5737,Edgeware School,
4155,Edgeworth Heights Public School,93.9
3564,Edgeworth Public School,95.3
4418,Edward Public School,92.6
1823,Eglinton Public School,94.5
1824,Elands Public School,91.5
4199,Elanora Heights Public School,94.6
8521,Elderslie High School,90.3
4646,Elderslie Public School,94.2
4034,Eleebana Public School,95.3
4163,Elermore Vale Public School,94.3
8584,Elizabeth Macarthur High School,88.7
1826,Ellalong Public School,92.1
1827,Ellangowan Public School,
1830,Ellerston Public School,92.4
4568,Ellison Public School,95.2
1835,Eltham Public School,94
4422,Emerton Public School,92.1
1838,Emmaville Central School,89.2
1839,Empire Bay Public School,94.7
1840,Empire Vale Public School,95.9
4442,Emu Heights Public School,94.7
1841,Emu Plains Public School,94.6
8404,Endeavour Sports High School,89.1
1844,Enfield Public School,95.8
8432,Engadine High School,93.6
1845,Engadine Public School,95.6
4292,Engadine West Public School,95.1
3626,Enngonia Public School,92.3
8884,Epping Boys High School,95.2
4038,Epping Heights Public School,96.1
4165,Epping North Public School,96.6
1850,Epping Public School,96.3
1851,Epping West Public School,96.4
1853,Eraring Public School,
1856,Erina Heights Public School,93.9
8405,Erina High School,89.8
1860,Ermington Public School,96.4
4125,Ermington West Public School,94.7
3969,Errowanbang Public School,
8590,Erskine Park High School,90.3
4147,Erskineville Public School,96.5
4558,Eschol Park Public School,94.2
4674,Estella Public School,
1864,Ettalong Public School,91.3
1867,Euabalong West Public School,92.1
1869,Euchareena Public School,sp
1870,Eugowra Public School,92.3
1873,Eumungerie Public School,90.7
1874,Eungai Public School,93.6
1879,Eureka Public School,94
1883,Eurongilly Public School,95.3
1885,Euston Public School,94.2
8420,Evans High School,84.9
1886,Evans River Community School,91.3
1890,Excelsior Public School,95.9
1891,Exeter Public School,96.3
1894,Fairfax Public School,95.9
3632,Fairfield Heights Public School,93.8
8550,Fairfield High School,88.6
1895,Fairfield Public School,92.7
1896,Fairfield West Public School,93.9
8456,Fairvale High School,92.5
4009,Fairvale Public School,92.6
1898,Fairy Meadow Public School,92.6
1901,Falls Creek Public School,92.6
3976,Farmborough Road Public School,91.7
8111,Farrer Memorial Agricultural High School,94.5
1904,Fassifern Public School,92.2
4354,Faulconbridge Public School,94.4
4208,Fennell Bay Public School,91.3
3996,Fern Bay Public School,90.3
5114,Ferncourt Public School,96.3
5768,Fernhill School,
2214,Fernleigh Public School,87.1
4462,Figtree Heights Public School,95.5
8449,Figtree High School,89.1
3964,Figtree Public School,94
1915,Fingal Head Public School,89.5
8360,Finley High School,88.1
3945,Finley Public School,92.8
5405,Fisher Road School,
1920,Five Dock Public School,94.7
5723,Five Islands School,
8373,Five Islands Secondary College,76.9
4463,Flinders Public School,95.4
4379,Floraville Public School,94.5
8194,Forbes High School,85.4
4100,Forbes North Public School,92.8
1926,Forbes Public School,93.4
1930,Forest Hill Public School,95.8
1932,Forest Lodge Public School,94.9
4019,Forestville Public School,96.2
1936,Forster Public School,92.3
8504,Fort Street High School,96.6
1937,Fort Street Public School,95
5562,Fowler Road School,
8439,Francis Greenway High School,85.3
4581,Frank Partridge VC Public School,91.1
4456,Franklin Public School,93.1
1943,Frederickton Public School,94
1944,Freemans Reach Public School,94.4
1946,Frenchs Forest Public School,95.6
5685,G S Kidd Memorial School,
8481,Galston High School,91.2
1952,Galston Public School,95.2
4670,Galungara Public School,
1954,Ganmain Public School,93.9
1956,Garah Public School,91
4136,Garden Suburb Public School,95
7418,Gardeners Road Public School,92.9
4385,Gateshead West Public School,
5767,George Bass School,
3702,Georges Hall Public School,94.8
8813,Georges River College Hurstville Boys Campus,90.1
8284,Georges River College Oatley Senior Campus,na
8408,Georges River College Peakhurst Campus,92.3
8857,Georges River College Penshurst Girls Campus,91.5
1969,Gerogery Public School,95.2
1971,Gerringong Public School,93.7
1972,Geurie Public School,95.6
1978,Gilgai Public School,93.1
8349,Gilgandra High School,87.5
1979,Gilgandra Public School,91.2
1982,Gillieston Public School,90.9
4421,Gillwinga Public School,90.1
1986,Girilambone Public School,90.8
8500,Girraween High School,97
1988,Girraween Public School,95
1990,Gladesville Public School,96.5
1991,Gladstone Public School,93.9
7419,Glebe Public School,91.8
4667,Gledswood Hills Public School,
3903,Glen Alice Public School,97.2
8114,Glen Innes High School,87.4
2005,Glen Innes Public School,90.7
5116,Glen Innes West Infants School,90.4
2020,Glen William Public School,91.2
1994,Glenbrook Public School,96.3
4207,Glendale East Public School,91.1
8466,Glendale Technology High School,84.6
4608,Glendenning Public School,94.4
4620,Glendore Public School,93.9
5401,Glenfield Park School,
2001,Glenfield Public School,93
2003,Glenhaven Public School,95.5
8276,Glenmore Park High School,88.1
4591,Glenmore Park Public School,93.4
2009,Glenmore Road Public School,96.1
2012,Glenorie Public School,93.6
2015,Glenquarry Public School,95.1
2016,Glenreagh Public School,92.2
4020,Glenroi Heights Public School,90
4468,Glenroy Public School,90.8
5627,Glenvale School,
8268,Glenwood High School,93.5
4529,Glenwood Public School,92.6
2021,Glossodia Public School,94.1
8371,Gloucester High School,89.6
7303,Gloucester Public School,92.7
2027,Gol Gol Public School,93.6
2033,Goodooga Central School,85.4
2035,Goolgowi Public School,93.3
2036,Goolma Public School,94.8
2037,Goolmangar Public School,92.1
2038,Gooloogong Public School,94.5
2041,Goonellabah Public School,87.5
2042,Goonengerry Public School,92.5
3985,Gordon East Public School,95.7
3943,Gordon West Public School,96.6
8515,Gorokan High School,88.4
4517,Gorokan Public School,92.7
4218,Gosford East Public School,94.6
8115,Gosford High School,93.8
2049,Gosford Public School,94.1
2054,Goulburn East Public School,94.7
8116,Goulburn High School,88.7
2055,Goulburn North Public School,94.1
2053,Goulburn Public School,93.2
2056,Goulburn South Public School,94.2
3741,Goulburn West Public School,94.6
4567,Governor Philip King Public School,95.2
8117,Grafton High School,85
2060,Grafton Public School,92.3
4609,Grahamstown Public School,93.7
5730,Gralee School,
8811,Granville Boys High School,82.8
5236,Granville East Public School,93.2
2064,Granville Public School,92.4
8436,Granville South Creative and Performing Arts High School,83.3
2066,Granville South Public School,92.3
2068,Gravesend Public School,94.5
3914,Grays Point Public School,95.3
8534,Great Lakes College Forster Campus,88.3
8281,Great Lakes College Senior Campus,na
8289,Great Lakes College Tuncurry Campus,89.7
2071,Green Hill Public School,92
2075,Green Valley Public School,93.8
1123,Greenacre Public School,92.3
2070,Greenethorpe Public School,95.3
4624,Greenway Park Public School,94.3
3872,Greenwell Point Public School,92.6
2076,Greenwich Public School,96.2
2082,Grenfell Public School,94
2083,Gresford Public School,94.1
2084,Greta Public School,93.2
8385,Greystanes High School,91.5
2086,Greystanes Public School,95
4268,Griffith East Public School,93.7
8118,Griffith High School,84.1
4027,Griffith North Public School,92.5
2087,Griffith Public School,90.3
2089,Grong Grong Public School,
4483,Grose View Public School,95.7
2093,Guildford Public School,93.2
4000,Guildford West Public School,92.6
4461,Guise Public School,91.6
2094,Gulargambone Central School,88.8
